1,88,85,84,84,83,83,83,82,82,82,82,82,81,81,81,81,81,81,81,81,80,80,80,80,80,80,80,80,80,80,80,80,84,80,80,80,80,80,80,80,81,80,80,80,80,79,80,79,80,
2,44,43,42,42,42,43,42,41,41,41,41,41,41,41,41,41,51,48,60,40,48,46,47,44,41,44,47,41,45,47,46,40,40,40,40,49,41,39,45,49,39,39,41,48,45,40,40,47,41,
4,24,24,25,23,23,26,23,24,24,26,25,25,24,23,22,21,23,21,21,21,22,23,21,20,20,20,20,20,20,21,20,20,20,20,20,20,20,20,20,20,20,21,20,20,21,20,20,20,21,
8,14,16,13,13,14,13,13,13,13,14,14,13,13,14,15,17,13,13,13,13,13,13,13,13,13,13,13,13,15,15,15,15,13,13,13,13,13,13,13,15,15,15,15,15,15,15,15,15,15,
16,14,13,13,14,13,13,13,13,16,15,14,14,17,13,14,15,13,14,15,13,14,13,13,13,13,14,14,14,14,13,13,14,14,16,13,14,13,14,13,13,13,15,13,13,14,13,12,14,13,
